24.3056,31.1667,5257
24.1389,31.5278,5273
23.8333,32.0278,5273
23.6389,32.5,5289
23.3333,32.9444,5289
23.0833,33.4444,5304
22.9167,33.8056,5304
22.8056,34.1944,5320
22.7222,34.3889,5320
22.6667,34.5,5335
22.6667,34.6389,5351
22.5833,34.75,5351
22.5556,34.7778,5367
22.4722,34.9444,5367
22.4167,34.9722,5382
22.3889,35.1944,5382
22.3056,35.2778,5398
22.3056,35.3333,5398
22.25,35.4444,5413
22.2222,35.4722,5429
22.2222,35.5278,5507
22.2222,35.5833,5523
22.2222,35.6389,5523
22.25,35.6667,5538
22.3333,35.7222,5538
22.4167,35.7778,5554
22.4722,35.8333,5554
22.5,35.8333,5569
22.5556,35.8889,5569
22.5833,35.8889,5585
22.6389,35.8889,5694
22.6667,35.8889,5757
22.7222,35.8889,5772
22.75,35.8889,5788
22.8333,35.7778,5803
22.9167,35.7222,5803
23,35.5833,5819
23.1389,35.5278,5819
23.1667,35.4722,5835
23.25,35.4444,5835
23.3056,35.4444,5850
23.3056,35.3889,5866
23.3333,35.3889,5881
23.3889,35.3889,5881
23.4167,35.3889,5897
23.5556,35.3333,5913
23.6389,35.3333,5913
23.7222,35.3333,5928
23.75,35.3333,5928
23.8889,35.3333,5944
23.9167,35.3333,5944
23.9722,35.3333,5959
24,35.3333,5975
24.0556,35.3333,5975
24.0833,35.3333,5991
24.1389,35.3333,6006
24.1667,35.3333,6006
24.2222,35.3333,6022
24.25,35.3333,6037
24.3056,35.3333,6069
24.3333,35.3333,6069
24.5833,35.4444,6131
24.6389,35.4722,6147
24.6667,35.4722,6178
24.7222,35.4722,6178
24.75,35.4722,6193
24.8333,35.4722,6209
24.8889,35.4722,6225
24.9167,35.4722,6240
24.9722,35.4722,6240
25,35.4722,6256
25.0556,35.4722,6287
25.0833,35.4722,6287
25.1389,35.4722,6303
25.1667,35.4722,6303
25.2222,35.4722,6318
25.25,35.4722,6318
25.3056,35.4722,6334
25.3889,35.4722,6334
25.4167,35.4722,6349
25.4722,35.4444,6349
25.5556,35.4444,6365
25.5833,35.3889,6365
25.6389,35.3889,6381
25.75,35.3889,6381
25.8333,35.3889,6396
25.8889,35.3333,6396
25.9167,35.3333,6412
25.9722,35.3333,6427
26,35.3333,6427
26.0556,35.3333,6443
26.0833,35.3333,6443
26.1389,35.3333,6459
26.2222,35.3333,6459
26.3056,35.3333,6474
26.3889,35.3333,6490
26.5,35.3333,6490
26.5556,35.3333,6505
26.6389,35.3333,6505
26.6667,35.3333,6521
26.4167,37.9444,7551
26.5,37.9167,7566
26.5556,37.75,7566
26.6667,37.6111,7582
26.8333,37.3611,7582
27.0556,37.1667,7597
27.3889,36.8611,7597
27.6389,36.4722,7613
28.0556,35.9722,7613
28.4167,35.3889,7629
