Trial,Flash Time,Flash Time (HP),Flash CS,Type,Automatic,Selection Time,Selection Time (HP),Key Pressed,Time,Time (HP),Acceptance Time,Acceptance Time (HP),Error,Error Total,Score
217,220846,C1,36000,

Trial,Callsign,Dismiss Time,Dismiss Time HP
test4,C64,41,41637.2
test4,C70,89,90917.6

Trial,Interruption Type,Start Time,End Time,Show Full Screen,External Program,Auto Accept,Auto Handoff
test4,NBack,96,123,1,,1,1

Trial,Stimuli Number,Stimuli,Response
test4,1,7,correct_rejection
test4,2,3,correct_rejection
test4,3,7,hit
test4,4,3,hit
test4,5,0,correct_rejection
test4,6,3,hit
test4,7,0,hit
test4,8,3,hit
test4,9,0,hit
test4,10,5,correct_rejection
test4,11,0,hit

Recall No,Text Entered
1,1
Recall No,Text Entered
1,2
Trial,Flash Time,Flash Time (HP),Flash CS,Type,Automatic,Selection Time,Selection Time (HP),Key Pressed,Time,Time (HP),Acceptance Time,Acceptance Time (HP),Error,Error Total,Score
test7,77,78062.2,C11,accept,0,77,78654.2,A,77,78882.5,77,78882.7,0,0,250,
test7,169,171350,C12,accept,0,170,172934,A,170,173122,170,173123,0,,250,
test7,171,173378,C27,accept,0,172,174653,A,172,174866,172,174867,0,,250,
test7,100,101383,C29,accept,0,102,103654,A,103,104519,103,104520,0,,250,
test7,232,235235,C35,accept,0,237,240733,A,237,240899,237,240899,0,,250,
test7,249,252472,C36,accept,0,250,254213,A,250,254387,250,254387,0,,250,
test7,259,262613,C4,accept,0,263,267646,A,264,267875,264,267875,0,,250,
test7,35,35472.7,C42,accept,0,36,36965.3,A,37,37618.5,37,37618.7,0,,250,
test7,117,118621,C48,accept,0,121,123413,A,121,123635,121,123635,0,,250,
test7,210,212926,C61,accept,0,211,214757,A,214,217443,214,217443,0,,250,
test7,261,264642,C65,accept,0,266,270070,A,266,270707,266,270707,0,,250,
test7,271,274780,C67,accept,0,272,276093,A,272,276739,272,276739,0,,250,
test7,197,199743,C74,accept,0,199,201892,A,200,203107,200,203107,0,,250,
test7,238,241319,C79,accept,0,247,250742,A,248,251619,248,251619,0,,250,
test7,106,107468,C88,accept,0,107,109038,A,107,109234,107,109235,0,,250,
test7,74,75020.3,C96,accept,0,75,76131,A,75,76706.5,75,76706.8,0,,250,

test7,262,265654,C24,handoff,0,267,271509,H,268,272131,268,272131,0,0,250,
test7,10,10122.6,C32,handoff,0,12,12221.2,H,12,13154.5,12,13154.8,0,,250,
test7,16,16205.8,C40,handoff,0,19,19798.3,H,20,20498.5,20,20498.7,0,,250,
test7,97,98341.4,C46,handoff,0,99,100965,H,100,101827,100,101827,0,,250,
test7,40,40543.7,C52,handoff,0,41,42230.2,H,42,42946.5,42,42946.8,0,,250,
test7,190,192645,C53,handoff,0,193,195784,H,193,196547,193,196547,0,,250,
test7,262,265654,C59,handoff,0,264,268494,H,265,269299,265,269299,0,,250,
test7,177,179463,C73,handoff,0,179,182077,H,180,183251,180,183251,0,,250,
test7,196,198729,C83,handoff,0,200,203518,H,201,204355,201,204355,0,,250,
test7,199,201772,C91,handoff,0,202,205150,Down Arrow,203,206323,203,206323,0,,250,

Intervene Time,Intervention Time (HP),Intervene CS,Level,Missed
17,17955.7,C73,37000,1,
153,155388,C08,40000,
210,213308,C59,43000,
221,224476,C29,41000,
243,247132,C78,41000,

Trial,Callsign,Dismiss Time,Dismiss Time HP
test7,C91,81,82867.7
test7,C08,109,110716

Trial,Interruption Type,Start Time,End Time,Show Full Screen,External Program,Auto Accept,Auto Handoff
test7,NBack,123,150,1,,1,1

Trial,Stimuli Number,Stimuli,Response
test7,1,0,correct_rejection
test7,2,5,correct_rejection
test7,3,3,correct_rejection
test7,4,5,hit
test7,5,3,hit
test7,6,2,correct_rejection
test7,7,7,correct_rejection
test7,8,1,correct_rejection
test7,9,2,correct_rejection
test7,10,9,correct_rejection
test7,11,2,hit

Recall No,Text Entered
1,2
Recall No,Text Entered
1,3
Trial,Flash Time,Flash Time (HP),Flash CS,Type,Automatic,Selection Time,Selection Time (HP),Key Pressed,Time,Time (HP),Acceptance Time,Acceptance Time (HP),Error,Error Total,Score
test11,1,997.724,C11,accept,0,7,8069.99,A,8,8347.87,8,8348.05,0,0,435,
test11,69,69950.7,C17,accept,0,71,72590.9,A,72,73211.9,72,73212,0,,435,
test11,224,227120,C21,accept,0,226,229504,A,226,230156,226,230156,0,,435,
test11,57,57781.7,C22,accept,0,59,59975.3,A,59,60203.9,59,60204.1,0,,435,
test11,236,239289,C30,accept,0,238,242047,A,239,243196,239,243196,0,,435,
test11,265,268695,C34,accept,0,273,277247,A,273,277452,273,277452,0,,435,
test11,27,27360.7,C42,accept,0,31,31515.6,A,31,32059.9,31,32060.1,0,,435,
test11,200,202786,C53,accept,0,201,204127,A,201,204700,201,204700,0,,435,
test11,141,142959,C55,accept,0,144,146094,A,144,146508,144,146508,0,,435,
test11,38,38516.1,C7,accept,0,40,40702.7,A,40,41323.9,40,41324.1,0,,435,
test11,146,148029,C75,accept,0,148,150903,A,148,151020,148,151020,0,,435,
test11,241,244359,C76,accept,0,249,252631,A,249,253244,249,253244,0,,435,
test11,109,110509,C77,accept,0,111,112637,A,111,113388,111,113388,0,,435,
test11,190,192646,C83,accept,0,191,194294,A,191,194460,191,194460,0,,435,
test11,194,196701,C89,accept,0,202,205504,A,202,205644,202,205644,0,,435,
test11,82,83133.8,C90,accept,0,83,84878.8,A,84,85643.9,84,85644,0,,435,

test11,80,81104.7,C10,handoff,0,82,83252.2,H,82,84091.9,82,84092.1,0,0,435,
test11,295,299115,C11,handoff,0,295,299784,H,296,300364,296,300364,0,,435,
test11,127,128762,C19,handoff,0,131,133278,H,131,133420,131,133420,0,,435,
test11,142,143974,C2,handoff,0,145,147488,H,146,148188,146,148188,0,,435,
test11,8,8094.91,C24,handoff,0,9,9222.63,H,9,9915.87,9,9916.07,0,,435,
test11,221,224079,C25,handoff,0,223,226727,Right Arrow,224,227500,224,227500,0,,435,
test11,26,26348.8,C33,handoff,0,28,28455.2,H,28,29051.9,28,29052.1,0,,435,
test11,33,33446.5,C39,handoff,0,34,34854.5,H,35,35739.9,35,35740.1,0,,435,
test11,166,168309,C44,handoff,0,167,169848,H,168,170652,168,170652,0,,435,
test11,128,129776,C60,handoff,0,129,131279,H,130,132204,130,132204,0,,435,
test11,242,245372,C61,handoff,0,243,247215,H,244,247996,244,247996,0,,435,
test11,81,82119.7,C64,handoff,0,85,86358.4,H,86,87339.9,86,87340.1,0,,435,
test11,287,291003,C72,handoff,0,289,293504,H,290,294764,290,294764,0,,435,

Intervene Time,Intervention Time (HP),Intervene CS,Level,Missed
23,23845,C44,40000,0,
161,163509,C11,40000,
172,174845,C61,37000,
236,239685,C42,37000,

Trial,Callsign,Dismiss Time,Dismiss Time HP
test11,C25,89,90893
test11,C61,135,137213

Trial,Interruption Type,Start Time,End Time,Show Full Screen,External Program,Auto Accept,Auto Handoff

Trial,Stimuli Number,Stimuli,Response

Recall No,Text Entered
1,2
Recall No,Text Entered
1,2
Trial,Flash Time,Flash Time (HP),Flash CS,Type,Automatic,Selection Time,Selection Time (HP),Key Pressed,Time,Time (HP),Acceptance Time,Acceptance Time (HP),Error,Error Total,Score
test5,17,17211.4,C08,accept,0,18,18812.5,A,18,18978,18,18978.2,0,0,325,
test5,265,268685,C2,accept,0,272,276525,A,272,276770,272,276770,0,,325,
test5,240,243336,C21,accept,0,242,246117,A,243,246476,243,246476,0,,325,
test5,203,205816,C22,accept,0,214,217886,A,215,218130,215,218130,0,,325,
test5,108,109485,C26,accept,0,120,122405,A,121,122754,121,122754,0,,325,
test5,42,42560.3,C46,accept,0,44,44900.6,A,45,45730,45,45730.2,0,,325,
test5,188,190606,C49,accept,0,189,192269,A,190,193410,190,193410,0,,325,
test5,273,276799,C52,accept,0,274,278438,A,274,278594,274,278594,0,,325,
test5,4,4027.39,C55,accept,0,6,6292.79,A,7,7218.09,7,7218.28,0,,325,
test5,99,100361,C57,accept,0,111,113165,A,112,114098,112,114098,0,,325,
test5,197,199732,C60,accept,0,203,206612,A,204,207426,204,207426,0,,325,
test5,47,47630.5,C62,accept,0,48,49341,A,48,49506.1,48,49506.2,0,,325,
test5,117,118614,C66,accept,0,118,120573,A,119,121362,119,121362,0,,325,
test5,219,222039,C71,accept,0,231,235006,A,232,235426,232,235426,0,,325,
test5,259,262602,C75,accept,0,262,266101,A,263,266759,263,266759,0,,325,
test5,276,279838,C88,accept,0,282,286461,A,282,286690,282,286690,0,,325,
test5,52,52702.1,C95,accept,0,58,59020.6,A,58,59330,58,59330.2,0,,325,

test5,65,65884.3,C29,handoff,0,66,67837.8,H,67,68434.1,67,68434.3,0,0,325,
test5,60,60814.5,C30,handoff,0,61,62589.1,H,61,62722.1,61,62722.3,0,,325,
test5,20,20252.8,C33,handoff,0,22,22525.8,H,22,23234.1,22,23234.3,0,,325,
test5,249,252461,C35,handoff,0,255,259493,H,256,260226,256,260226,0,,325,
test5,211,213929,C37,handoff,0,212,215869,H,213,216594,213,216594,0,,325,
test5,239,242322,C50,handoff,0,241,244448,H,242,245466,242,245466,0,,325,
test5,122,123682,C59,handoff,0,123,125358,H,124,125986,124,125986,0,,325,
test5,199,201759,C68,handoff,0,201,204726,H,202,205426,202,205426,0,,325,
test5,57,57771.2,C79,handoff,0,59,60581.7,H,60,61298,60,61298.2,0,,325,
test5,35,35462.8,C81,handoff,0,37,37989,H,38,38738.1,38,38738.3,0,,325,
test5,75,76024.6,C82,handoff,0,76,77444.8,H,76,77634,76,77634.2,0,,325,
test5,137,138892,C90,handoff,0,139,141020,H,139,141634,139,141634,0,,325,

Intervene Time,Intervention Time (HP),Intervene CS,Level,Missed
12,12331.1,C37,35000,0,
102,104179,C62,38000,
148,150523,C57,32000,
176,178843,C50,41000,
199,202555,C46,37000,
230,233387,C95,38000,
291,295155,C21,35000,

Trial,Callsign,Dismiss Time,Dismiss Time HP
test5,C35,94,95451.2
test5,C50,132,133923

Trial,Interruption Type,Start Time,End Time,Show Full Screen,External Program,Auto Accept,Auto Handoff

Trial,Stimuli Number,Stimuli,Response

Recall No,Text Entered
1,3
Recall No,Text Entered
1,3
Trial,Flash Time,Flash Time (HP),Flash CS,Type,Automatic,Selection Time,Selection Time (HP),Key Pressed,Time,Time (HP),Key Pressed,Time,Time (HP),Acceptance Time,Acceptance Time (HP),Error,Error Total,Score
test6,8,8095.78,C01,accept,0,9,9722.11,A,9,10007.3,,,,9,10007.5,0,1,285,
test6,258,261597,C06,accept,0,261,265465,A,262,265780,,,,262,265780,0,,285,
test6,0,339069,C23,accept,0,3,3114.19,A,3,3767.34,,,,3,3767.55,0,,285,
test6,100,101385,C28,accept,1,-1,-1,,,,,,,100,101385,,,285,
test6,220,223065,C30,accept,0,223,226199,A,223,226295,,,,223,226295,0,,285,
test6,245,248415,C36,accept,0,246,249898,A,246,250087,,,,246,250087,0,,285,
test6,167,169323,C44,accept,0,170,172651,A,170,172951,,,,170,172952,0,,285,
test6,268,271738,C49,accept,0,276,280690,A,279,283479,,,,279,283480,0,,285,
test6,147,149043,C51,accept,0,148,150763,A,148,150887,,,,148,150887,0,,285,
test6,277,280864,C61,accept,0,281,285682,A,281,285895,,,,281,285896,0,,285,
test6,11,11136.8,C63,accept,0,12,12562,A,12,12743.3,,,,12,12743.5,0,,285,
test6,180,182504,C65,accept,0,181,184403,A,182,184657,,,,182,184657,0,,285,
test6,31,31418.3,C68,accept,0,32,33210.5,A,32,33383.3,,,,32,33383.5,0,,285,
test6,210,212926,C77,accept,0,211,214379,A,211,214631,,,,211,214632,0,,285,
test6,66,66907.8,C82,accept,0,67,68619.2,A,68,69431.4,,,,68,69431.6,0,,285,
test6,81,82118.5,C87,accept,0,83,84579,A,83,84839.3,,,,83,84839.5,0,,285,
test6,143,144987,C9,accept,0,147,149419,A,147,149591,,,,147,149592,0,,285,
test6,34,34459.5,C90,accept,0,35,36122.9,A,35,36331.4,,,,35,36331.6,0,,285,

test6,40,40543.7,C03,handoff,0,43,43850.1,H,43,44215.3,,,,43,44215.5,0,2,285,
test6,201,203798,C05,handoff,0,202,205370,H,204,207335,,,,204,207336,0,,285,
test6,58,58795.9,C12,handoff,0,59,60699,H,60,61831.4,,,,60,61831.6,0,,285,
test6,39,39529.7,C47,handoff,0,40,40787.5,H,40,41079.3,,,,40,41079.5,0,,285,
test6,36,36488.6,C55,handoff,0,37,38490.9,H,38,39127.3,,,,38,39127.5,0,,285,
test6,44,44599.1,C56,handoff,0,46,47163,H,46,47399.3,,,,46,47399.5,0,,285,
test6,297,301145,C63,handoff,0,0,-1,,,,,,,,,,,285,
test6,232,235233,C67,handoff,0,234,237410,H,235,238919,,,,235,238919,0,,285,
test6,210,212926,C68,handoff,0,212,215859,H,215,218599,,,,215,218600,0,,285,
test6,108,109496,C79,handoff,1,-1,-1,,,,,,,108,109496,,,285,
test6,268,271738,C87,handoff,0,269,273186,Right Arrow,272,276375,H,275,279255,275,279256,0,,285,
test6,147,149043,C99,handoff,0,149,151891,H,155,157975,,,,155,157976,0,,285,

Intervene Time,Intervention Time (HP),Intervene CS,Level,Missed
18,18560.5,C99,34000,1,
127,129728,C01,38000,
229,232952,C85,35000,
258,262400,C44,35000,

Trial,Callsign,Dismiss Time,Dismiss Time HP
test6,C05,45,45728.8
test6,C01,80,81696.4

Trial,Interruption Type,Start Time,End Time,Show Full Screen,External Program,Auto Accept,Auto Handoff
test6,Interruption,96,123,1,,1,1

Trial,Stimuli Number,Stimuli,Response

Recall No,Text Entered
1,3
Recall No,Text Entered
1,3
Trial,Flash Time,Flash Time (HP),Flash CS,Type,Automatic,Selection Time,Selection Time (HP),Key Pressed,Time,Time (HP),Acceptance Time,Acceptance Time (HP),Error,Error Total,Score
test15,260,263628,C12,accept,0,268,272103,A,268,272292,268,272292,0,1,410,
test15,198,200757,C17,accept,0,204,206933,A,204,207108,204,207108,0,,410,
test15,265,268697,C2,accept,0,266,270167,A,266,270276,266,270276,0,,410,
test15,195,197715,C22,accept,0,196,199519,A,196,199652,196,199652,0,,410,
test15,42,42572.6,C46,accept,0,43,44511.3,A,44,45299.9,44,45300,0,,410,
test15,31,31417.9,C48,accept,0,32,33255.6,A,33,33876,33,33876.2,0,,410,
test15,191,193659,C49,accept,0,192,195575,A,193,195793,193,195794,0,,410,
test15,142,143972,C50,accept,1,-1,-1,,,,142,143972,1,,410,
test15,99,100372,C57,accept,0,101,102499,A,101,102564,101,102564,0,,410,
test15,204,206840,C60,accept,0,205,207999,A,205,208132,205,208132,0,,410,
test15,42,42572.7,C62,accept,0,45,45974.7,A,45,46147.9,45,46148.1,0,,410,
test15,62,62852.9,C66,accept,0,65,66214.7,A,65,66500.7,65,66500.8,0,,410,
test15,219,222051,C71,accept,0,220,223935,A,220,224068,220,224068,0,,410,
test15,255,258558,C75,accept,0,256,259967,A,256,260212,256,260212,0,,410,
test15,276,279851,C88,accept,0,277,281311,A,277,281460,277,281460,0,,410,
test15,15,15193.3,C93,accept,0,17,17725.8,A,18,18468,18,18468.1,0,,410,
test15,56,56769.6,C98,accept,0,57,58254.8,A,57,58484,57,58484.1,0,,410,

test15,243,246388,C15,handoff,0,246,249632,Left Arrow,247,251108,247,251108,0,1,410,
test15,13,13165.9,C16,handoff,0,14,14942.9,H,15,15747.9,15,15748,0,,410,
test15,294,298101,C23,handoff,0,298,302632,H,298,302964,298,302964,0,,410,
test15,71,71980,C26,handoff,0,74,75775.6,H,74,76004,74,76004.1,0,,410,
test15,65,65894.3,C29,handoff,0,66,67246.7,H,66,67491.9,66,67492.1,0,,410,
test15,20,20264.7,C33,handoff,0,22,22599,H,23,23395.2,23,23395.3,0,,410,
test15,285,288977,C36,handoff,0,287,291462,H,288,292228,288,292228,0,,410,
test15,122,123692,C59,handoff,0,123,125447,H,124,126148,124,126148,0,,410,
test15,154,156141,C63,handoff,1,-1,-1,,,,154,156141,,,410,
test15,199,201771,C68,handoff,0,201,204687,H,202,205300,202,205300,0,,410,
test15,35,35475.2,C81,handoff,0,37,37934.8,H,38,38883.9,38,38884.1,0,,410,
test15,39,39530.4,C84,handoff,0,40,41279.6,H,40,41476,40,41476.2,0,,410,
test15,215,217996,C90,handoff,0,216,219886,H,219,222308,219,222308,0,,410,
test15,57,57783.6,C99,handoff,0,63,64505.6,H,64,65284,64,65284.1,0,,410,

Intervene Time,Intervention Time (HP),Intervene CS,Level,Missed
109,110773,C93,40000,0,
173,176085,C36,35000,
200,203069,C66,33000,
244,248125,C46,37000,

Trial,Callsign,Dismiss Time,Dismiss Time HP
test15,C15,87,88869.1
test15,C36,128,130581

Trial,Interruption Type,Start Time,End Time,Show Full Screen,External Program,Auto Accept,Auto Handoff
test15,Interruption,144,171,1,,1,1

Trial,Stimuli Number,Stimuli,Response

Recall No,Text Entered
1,3
Recall No,Text Entered
1,3
Trial,Flash Time,Flash Time (HP),Flash CS,Type,Automatic,Selection Time,Selection Time (HP),Key Pressed,Time,Time (HP),Acceptance Time,Acceptance Time (HP),Error,Error Total,Score
test8,1,990.745,C11,accept,0,2,2811.06,A,3,3728.37,3,3728.5,0,0,415,
test8,59,59803.6,C21,accept,0,62,63548,A,62,63808.4,62,63808.6,0,,415,
test8,56,56762.7,C22,accept,0,60,61348.1,A,60,61504.4,60,61504.6,0,,415,
test8,14,14172.5,C31,accept,0,15,15652,A,15,15920.4,15,15920.6,0,,415,
test8,259,262606,C37,accept,0,260,264035,A,261,264784,261,264785,0,,415,
test8,27,27355.2,C42,accept,0,38,39419.7,A,39,40080.4,39,40080.6,0,,415,
test8,200,202780,C53,accept,0,201,204516,A,202,205552,202,205553,0,,415,
test8,136,137882,C55,accept,0,137,139099,A,137,139216,137,139217,0,,415,
test8,282,285927,C57,accept,0,283,287515,A,283,287872,283,287873,0,,415,
test8,118,119629,C64,accept,0,121,123332,A,121,123472,121,123473,0,,415,
test8,115,116588,C66,accept,0,120,122092,A,120,122304,120,122305,0,,415,
test8,8,8088.15,C7,accept,0,9,9524.02,A,9,9664.43,9,9664.62,0,,415,
test8,246,249424,C74,accept,0,247,251396,A,248,251581,248,251581,0,,415,
test8,241,244354,C76,accept,0,243,246979,A,244,247968,244,247969,0,,415,
test8,146,148022,C77,accept,0,147,149947,A,148,150177,148,150177,0,,415,
test8,165,167289,C83,accept,0,176,179380,A,177,179572,177,179572,0,,415,
test8,181,183512,C89,accept,0,183,186027,A,183,186148,183,186148,0,,415,
test8,82,83125.7,C90,accept,0,84,86108,A,85,86288.4,85,86288.6,0,,415,

test8,295,299109,C11,handoff,0,296,300507,H,297,301243,297,301243,0,0,415,
test8,127,128755,C19,handoff,0,128,130283,H,129,131344,129,131345,0,,415,
test8,193,195682,C28,handoff,0,195,198075,H,196,198896,196,198897,0,,415,
test8,33,33439.1,C39,handoff,0,37,37859.1,H,38,38672.4,38,38672.5,0,,415,
test8,151,153093,C44,handoff,0,152,154563,H,153,155248,153,155249,0,,415,
test8,248,251453,C46,handoff,0,252,255621,H,252,255728,252,255729,0,,415,
test8,81,82112,C69,handoff,0,82,83750.1,H,83,84544.4,83,84544.5,0,,415,
test8,18,18228.8,C73,handoff,0,19,19492,H,19,20192.4,19,20192.6,0,,415,
test8,34,34453.2,C75,handoff,0,40,41164.1,H,41,41792.4,41,41792.6,0,,415,
test8,197,199736,C88,handoff,0,198,201172,Down Arrow,199,202080,199,202081,0,,415,

Intervene Time,Intervention Time (HP),Intervene CS,Level,Missed
27,28113.6,C44,40000,0,
119,121001,C28,37000,
162,164778,C11,40000,
191,193743,C31,33000,

Trial,Callsign,Dismiss Time,Dismiss Time HP
test8,C88,36,36841.6
test8,C28,77,78585.5

Trial,Interruption Type,Start Time,End Time,Show Full Screen,External Program,Auto Accept,Auto Handoff

Trial,Stimuli Number,Stimuli,Response

Recall No,Text Entered
1,3
Recall No,Text Entered
1,3
Trial,Flash Time,Flash Time (HP),Flash CS,Type,Automatic,Selection Time,Selection Time (HP),Key Pressed,Time,Time (HP),Acceptance Time,Acceptance Time (HP),Error,Error Total,Score
test2,284,287954,C04,accept,0,286,290376,A,287,291074,287,291074,0,1,320,
test2,187,189592,C21,accept,0,188,191232,A,189,191998,189,191998,0,,320,
test2,239,242322,C26,accept,0,241,244649,A,241,245294,241,245294,0,,320,
test2,71,71967.4,C32,accept,0,77,78168.3,A,77,78477.6,77,78477.7,0,,320,
test2,217,220014,C44,accept,0,219,222489,A,219,222766,219,222766,0,,320,
test2,204,206832,C49,accept,0,206,209056,A,206,209198,206,209198,0,,320,
test2,132,133822,C50,accept,0,133,135368,A,134,136078,134,136078,0,,320,
test2,8,8084.74,C54,accept,0,9,9848.66,A,10,10621.5,10,10621.7,0,,320,
test2,106,107459,C61,accept,0,107,109128,A,107,109406,107,109406,0,,320,
test2,24,24310.1,C71,accept,0,25,26160.6,A,26,27181.6,26,27181.8,0,,320,
test2,219,222042,C75,accept,0,220,223776,A,220,223950,220,223950,0,,320,
test2,7,7070.75,C8,accept,0,14,14246.5,A,14,14973.5,14,14973.7,0,,320,
test2,53,53716.9,C9,accept,0,0,-1,,,,,,1,,320,

test2,237,240294,C05,handoff,0,239,243088,H,240,243822,240,243822,0,0,320,
test2,116,117598,C11,handoff,0,117,119233,H,117,119486,117,119486,0,,320,
test2,63,63856.6,C28,handoff,0,63,64200.4,H,63,64493.5,63,64493.7,0,,320,
test2,157,159173,C33,handoff,0,159,161617,H,160,162313,160,162313,0,,320,
test2,43,43575.4,C39,handoff,0,44,45471.9,H,45,46093.6,45,46093.8,0,,320,
test2,56,56758.5,C51,handoff,0,56,57313.3,H,57,58189.6,57,58189.8,0,,320,
test2,16,16197.5,C58,handoff,0,18,18833.3,H,19,19485.5,19,19485.7,0,,320,
test2,262,265646,C63,handoff,0,266,270225,H,267,271230,267,271230,0,,320,
test2,226,229140,C66,handoff,0,228,231464,H,228,232030,228,232030,0,,320,
test2,135,136865,C98,handoff,0,136,138441,H,137,139134,137,139134,0,,320,

Intervene Time,Intervention Time (HP),Intervene CS,Level,Missed
12,12222.7,C05,36000,1,
82,83502.7,C54,37000,
170,173103,C85,35000,
179,182231,C63,40000,

Trial,Callsign,Dismiss Time,Dismiss Time HP
test2,C66,97,99118.7
test2,C85,126,128607

Trial,Interruption Type,Start Time,End Time,Show Full Screen,External Program,Auto Accept,Auto Handoff

Trial,Stimuli Number,Stimuli,Response

Recall No,Text Entered
1,3
Recall No,Text Entered
1,3
Trial,Flash Time,Flash Time (HP),Flash CS,Type,Automatic,Selection Time,Selection Time (HP),Key Pressed,Time,Time (HP),Acceptance Time,Acceptance Time (HP),Error,Error Total,Score
test9,80,81100.4,C11,accept,0,82,83646.1,A,82,84042.5,82,84042.7,0,1,320,
test9,277,280860,C18,accept,0,278,282309,A,279,282975,279,282975,0,,320,
test9,242,245369,C21,accept,0,243,246685,A,243,247035,243,247035,0,,320,
test9,235,238271,C25,accept,0,237,241150,A,238,241448,238,241448,0,,320,
test9,191,193653,C36,accept,0,192,195565,A,193,195812,193,195812,0,,320,
test9,46,46623.1,C39,accept,0,48,48893.3,A,49,50346.6,49,50346.7,0,,320,
test9,33,33441.8,C50,accept,0,35,36381.8,A,36,36560.2,36,36560.3,0,,320,
test9,181,183515,C55,accept,0,182,185278,A,182,185435,182,185435,0,,320,
test9,178,180472,C59,accept,0,179,182118,A,179,182266,179,182267,0,,320,
test9,80,81100.5,C66,accept,0,81,82246.3,A,81,82330.6,81,82330.8,0,,320,
test9,100,101382,C70,accept,0,101,103254,A,102,103527,102,103527,0,,320,
test9,3,3020.93,C71,accept,0,4,4380.55,A,4,4650.53,4,4650.71,0,,320,
test9,14,14175.6,C8,accept,0,15,16134.1,A,16,16458.5,16,16458.7,0,,320,
test9,134,135856,C80,accept,1,-1,-1,,,,134,135856,,,320,
test9,206,208864,C83,accept,0,207,210597,A,207,210750,207,210751,0,,320,
test9,176,178444,C85,accept,0,177,180157,A,177,180346,177,180347,0,,320,
test9,30,30398.1,C86,accept,0,32,32622.2,A,32,32794.5,32,32794.7,0,,320,
test9,269,272747,C91,accept,0,270,274278,A,270,274395,270,274395,0,,320,
test9,121,122676,C98,accept,0,122,124534,A,123,124827,123,124827,0,,320,

test9,76,77043.9,C13,handoff,0,77,78846.1,H,77,79018.5,77,79018.7,0,1,320,
test9,30,30398,C20,handoff,0,34,34893.2,H,35,35554.5,35,35554.7,0,,320,
test9,89,90227.1,C23,handoff,0,91,92520.1,H,91,92714.5,91,92714.6,0,,320,
test9,40,40537.9,C28,handoff,0,41,41926.1,H,41,42506.5,41,42506.7,0,,320,
test9,192,194669,C33,handoff,0,194,197030,H,194,197179,194,197179,0,,320,
test9,116,117605,C46,handoff,0,118,120109,H,119,120955,119,120955,0,,320,
test9,190,192641,C53,handoff,0,191,194422,H,191,194619,191,194619,0,,320,
test9,266,269706,C63,handoff,0,267,271358,H,268,272379,268,272379,0,,320,
test9,25,25328.6,C75,handoff,0,27,27469.4,H,27,28234.5,27,28234.7,0,,320,
test9,132,133829,C82,handoff,1,-1,-1,,,,132,133829,1,,320,
test9,213,215962,C99,handoff,0,213,216654,Left Arrow,214,217451,214,217451,0,,320,

Intervene Time,Intervention Time (HP),Intervene CS,Level,Missed
7,7171.62,C33,33000,1,
166,168972,C63,40000,
236,239410,C98,39000,
245,248740,C50,36000,
289,293364,C11,40000,

Trial,Callsign,Dismiss Time,Dismiss Time HP
test9,C99,80,81218.5
test9,C63,117,119140

Trial,Interruption Type,Start Time,End Time,Show Full Screen,External Program,Auto Accept,Auto Handoff
